,Specialty,State,METHADONE.HCL,OXYCODONE.ACETAMINOPHEN,HYDROCODONE.ACETAMINOPHEN,ACETAMINOPHEN.CODEINE,FENTANYL,TRAMADOL.HCL,MORPHINE.SULFATE.ER,OXYCODONE.HCL,MORPHINE.SULFATE,OXYCONTIN,HYDROMORPHONE.HCL
20628,Cardiology,NJ,0,0,0,0,0,0,0,0,0,0,0
20629,Internal Medicine,OH,0,75,233,53,0,187,0,40,0,0,0
20630,Family Practice,PA,0,20,0,0,0,0,0,0,0,0,0
20631,Endocrinology,OH,0,0,0,0,0,0,0,0,0,0,0
20632,Dentist,WV,0,0,13,0,0,0,0,0,0,0,0
20633,Nurse Practitioner,OK,0,0,102,0,0,24,0,0,0,0,0
20634,Internal Medicine,NJ,0,0,0,0,0,16,0,0,0,0,0
20635,Orthopedic Surgery,PA,0,44,0,0,0,0,0,0,0,0,0
20636,Ophthalmology,OH,0,0,0,0,0,0,0,0,0,0,0
20637,Pediatric Medicine,OH,0,0,0,0,0,0,0,0,0,0,0
20638,Neurology,FL,14,465,898,0,46,235,161,157,29,12,0
20639,Internal Medicine,AZ,0,0,0,0,0,0,0,0,0,0,0
20640,Internal Medicine,NV,0,45,203,0,0,77,0,13,0,0,0
20641,Family Practice,MO,0,0,26,0,0,16,0,0,0,0,0
20642,Emergency Medicine,RI,0,12,0,0,0,0,0,0,0,0,0
20643,Physician Assistant,NE,0,0,0,0,0,0,0,0,0,0,0
20644,Internal Medicine,PA,0,18,41,0,0,17,11,0,0,0,0
20645,Internal Medicine,CT,0,0,0,0,0,0,0,0,0,0,0
20646,Ophthalmology,GA,0,0,0,0,0,0,0,0,0,0,0
20647,Family Practice,IN,0,0,136,0,12,63,0,0,0,0,0
20648,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
20649,Internal Medicine,WI,0,26,92,24,13,0,13,32,15,55,0
20650,Psychiatry,AR,0,0,0,0,0,0,0,0,0,0,0
20651,Pulmonary Disease,IN,0,0,0,0,0,0,0,0,0,0,0
20652,Internal Medicine,MI,0,0,24,0,0,0,0,0,0,0,0
20653,Optometry,VA,0,0,0,0,0,0,0,0,0,0,0
20654,Optometry,TN,0,0,0,0,0,0,0,0,0,0,0
20655,Rheumatology,NY,0,0,26,0,0,15,0,0,0,0,0
20656,Family Practice,TX,0,0,275,14,12,159,23,0,18,0,0
20657,Nurse Practitioner,MA,0,0,19,0,0,50,0,0,0,0,0
20658,Hematology/Oncology,MN,0,0,0,0,0,0,0,0,0,0,0
20659,Internal Medicine,TN,0,0,0,0,0,0,0,0,0,0,0
20660,Internal Medicine,MI,24,0,89,17,0,0,0,13,0,0,0
20661,Family Practice,NC,0,104,283,26,13,169,14,15,0,0,0
20662,Family Practice,IN,39,141,933,11,42,183,73,17,44,19,0
20663,Pulmonary Disease,CA,0,0,0,0,0,0,0,0,0,0,12
20664,Nurse Practitioner,GA,0,0,0,0,0,0,0,0,0,0,0
20665,Gastroenterology,IL,0,0,0,0,0,0,0,0,0,0,0
20666,Pulmonary Disease,IL,0,0,0,0,0,0,0,0,0,0,0
20667,Podiatry,PR,0,0,0,0,0,0,0,0,0,0,0
20668,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
20669,Psychiatry,AL,0,0,0,0,0,0,0,0,0,0,0
20670,Orthopedic Surgery,ME,0,0,23,0,0,0,0,14,0,0,0
20671,Internal Medicine,IL,0,0,12,0,0,0,0,0,0,0,0
20672,Nurse Practitioner,CA,31,0,100,0,27,0,26,11,0,0,36
20673,Dentist,AZ,0,0,0,0,0,0,0,0,0,0,0
20674,Hematology/Oncology,LA,0,20,109,0,0,11,0,21,0,0,0
20675,Internal Medicine,NY,16,14,103,0,47,0,0,0,0,0,0
20676,Obstetrics/Gynecology,MA,0,16,0,0,0,0,0,0,0,0,0
20677,Pulmonary Disease,MS,0,0,0,0,0,0,0,0,0,0,0
20678,Ophthalmology,FL,0,0,61,0,0,38,0,0,0,0,0
20679,Family Practice,NY,0,36,0,0,0,91,0,0,0,0,0
20680,Family Practice,MS,0,0,72,0,0,70,0,0,0,0,0
20681,Anesthesiology,PA,0,181,60,0,41,34,58,132,12,18,0
20682,Internal Medicine,OH,0,0,0,0,0,0,0,0,0,0,0
20683,Urology,SC,0,12,18,0,0,0,0,0,0,0,0
20684,Physician Assistant,SC,0,69,165,0,11,50,0,15,0,0,0
20685,Dentist,MD,0,0,0,0,0,0,0,0,0,0,0
20686,Otolaryngology,CT,0,0,0,0,0,0,0,0,0,0,0
20687,Internal Medicine,SC,0,35,74,0,0,35,0,22,0,26,0
20688,Family Practice,GA,13,54,309,0,66,196,0,37,0,0,0
20689,Internal Medicine,WA,0,0,12,0,0,19,0,0,0,0,0
20690,Emergency Medicine,DE,0,55,29,0,0,18,0,0,0,0,0
20691,Family Practice,CA,0,0,12,0,0,18,0,0,0,0,0
20692,Hematology/Oncology,MN,0,21,0,0,0,0,21,23,0,0,0
20693,Dentist,CO,0,0,57,0,0,0,0,0,0,0,0
20694,Nurse Practitioner,KY,0,0,0,0,0,0,0,0,0,0,0
20695,Family Practice,NY,0,89,96,33,26,86,0,73,0,23,0
20696,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
20697,Dentist,NC,0,0,0,0,0,0,0,0,0,0,0
20698,Internal Medicine,CA,11,0,473,44,0,13,0,12,0,0,0
20699,General Surgery,AL,0,12,94,0,0,14,0,0,0,0,0
20700,Psychiatry,MA,0,0,0,0,0,0,13,0,13,0,0
20701,Dentist,MN,0,0,0,0,0,0,0,0,0,0,0
20702,Dentist,CO,0,16,18,0,0,0,0,0,0,0,0
20703,Family Practice,MD,0,20,23,0,0,34,0,0,0,0,0
20704,Internal Medicine,IL,0,0,0,0,0,18,0,0,0,0,0
20705,Obstetrics/Gynecology,SC,0,0,13,0,0,0,0,0,0,0,0
20706,Family Practice,IL,0,0,224,24,0,86,14,16,0,0,0
20707,Emergency Medicine,CA,0,0,0,0,0,0,0,0,0,0,0
20708,Psychiatry & Neurology,CA,0,0,0,0,0,0,0,0,0,0,0
20709,Nurse Practitioner,AL,0,0,0,0,0,16,0,0,0,0,0
20710,Optometry,MN,0,0,0,0,0,0,0,0,0,0,0
20711,Podiatry,CA,0,0,0,0,0,0,0,0,0,0,0
20712,Family Practice,FL,0,0,41,14,0,81,0,0,0,0,0
20713,Cardiology,NH,0,0,0,0,0,0,0,0,0,0,0
20714,Internal Medicine,KS,0,39,94,23,0,20,0,0,0,0,0
20715,Psychiatry,WI,0,0,0,0,0,0,0,0,0,0,0
20716,Internal Medicine,NY,0,13,18,0,0,0,0,0,0,0,0
20717,Neurology,TX,0,0,16,0,0,20,0,0,0,0,0
20718,Psychiatry,KY,0,0,0,0,0,0,0,0,0,0,0
20719,Pediatric Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
20720,Emergency Medicine,VA,0,0,17,0,0,0,0,0,0,0,0
20721,Hematology/Oncology,CA,0,19,124,0,25,0,0,11,13,18,0
20722,Physician Assistant,WI,0,11,14,0,0,0,0,0,0,0,0
20723,Psychiatry,IL,0,0,37,0,0,11,0,0,0,0,0
20724,Internal Medicine,GA,0,37,248,0,0,78,0,0,0,0,0
20725,Dentist,MO,0,0,0,0,0,0,0,0,0,0,0
20726,Ophthalmology,SC,0,0,0,0,0,0,0,0,0,0,0
20727,Oral Surgery (dentists only),CO,0,15,51,0,0,0,0,0,0,0,0
20728,Family Practice,WV,0,0,88,0,0,11,0,0,0,0,0
20729,Orthopedic Surgery,NM,0,0,0,0,0,13,0,40,0,0,0
20730,Internal Medicine,UT,0,0,18,0,0,19,0,0,0,0,0
20731,Gastroenterology,MA,0,0,0,0,0,0,0,0,0,0,0
20732,Obstetrics/Gynecology,WI,0,0,0,0,0,0,0,0,0,0,0
20733,Cardiology,NJ,0,0,0,0,0,0,0,0,0,0,0
20734,Obstetrics/Gynecology,ME,0,0,0,0,0,0,0,0,0,0,0
20735,Family Practice,MN,0,0,0,0,0,0,0,0,0,0,0
20736,Internal Medicine,PA,12,24,0,0,13,0,0,0,0,0,0
20737,Nurse Practitioner,SD,0,0,0,0,0,0,0,0,0,0,0
20738,Obstetrics/Gynecology,NY,0,0,0,0,0,0,0,0,0,0,0
20739,Otolaryngology,MO,0,0,18,0,0,0,0,0,0,0,0
20740,Orthopedic Surgery,FL,0,77,108,0,0,25,0,14,0,0,0
20741,Podiatry,IL,0,0,13,0,0,0,0,0,0,0,0
20742,Gastroenterology,CA,0,0,0,0,0,0,0,0,0,0,0
20743,Pulmonary Disease,CA,0,0,0,0,0,0,0,0,0,0,0
20744,Family Practice,TX,0,0,228,0,0,82,0,0,0,0,0
20745,Pulmonary Disease,NY,0,0,0,17,26,15,0,0,0,0,0
20746,Hematology/Oncology,WA,0,0,29,0,0,12,14,18,0,0,0
20747,Oral Surgery (dentists only),FL,0,17,0,24,0,0,0,0,0,0,0
20748,Dentist,OR,0,0,0,0,0,0,0,0,0,0,0
20749,Emergency Medicine,NM,0,0,12,0,0,0,0,15,0,0,0
20750,Optometry,CA,0,0,0,0,0,0,0,0,0,0,0
20751,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
20752,Internal Medicine,MI,0,21,136,0,54,89,14,13,0,0,0
20753,Ophthalmology,NY,0,0,0,0,0,0,0,0,0,0,0
20754,Urology,NJ,0,0,0,0,0,0,0,0,0,0,0
20755,Obstetrics/Gynecology,AZ,0,0,11,0,0,0,0,0,0,0,0
20756,Family Practice,MI,13,0,233,0,123,0,0,0,0,0,93
20757,Ophthalmology,TX,0,0,0,0,0,0,0,0,0,0,0
20758,Gastroenterology,OH,0,0,0,0,0,15,0,0,0,0,0
20759,Internal Medicine,NY,0,13,66,0,0,38,0,0,0,0,0
20760,Family Practice,CA,19,44,223,0,0,37,43,16,12,0,21
20761,Gastroenterology,IL,0,0,0,0,0,0,0,0,0,0,0
20762,Dermatology,FL,0,0,0,0,0,0,0,0,0,0,0
20763,Internal Medicine,CA,0,0,55,0,0,33,0,0,0,0,0
20764,Nurse Practitioner,VA,0,17,0,0,0,0,0,0,0,0,0
20765,Family Practice,TX,0,0,0,0,0,0,0,0,0,0,0
20766,Allergy/Immunology,TN,0,0,0,0,0,0,0,0,0,0,0
20767,Obstetrics/Gynecology,KY,0,0,0,0,0,0,0,0,0,0,0
20768,Orthopedic Surgery,CT,0,0,45,0,0,0,0,0,0,0,0
20769,Family Practice,NE,0,0,0,0,0,0,0,0,0,0,0
20770,Neurology,CA,0,0,44,27,0,0,0,0,0,0,0
20771,Dentist,MA,0,0,0,0,0,0,0,0,0,0,0
20772,Rheumatology,OH,0,27,0,0,0,25,0,0,0,0,0
20773,Optometry,IN,0,0,0,0,0,0,0,0,0,0,0
20774,Family Practice,MN,0,0,0,0,0,0,0,0,0,0,0
20775,Internal Medicine,MA,0,24,32,0,0,40,0,26,0,13,0
20776,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
20777,Dentist,GA,0,0,0,0,0,0,0,0,0,0,0
20778,Family Practice,FL,0,0,0,0,0,79,0,0,0,0,0
20779,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
20780,Physician Assistant,MN,0,0,0,0,0,0,0,0,0,0,0
20781,Family Practice,IA,0,0,196,35,41,39,0,0,0,0,0
20782,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
20783,Psychiatry,WY,0,0,0,0,0,0,0,0,0,0,0
20784,Dentist,LA,0,0,0,0,0,0,0,0,0,0,0
20785,Dentist,IN,0,0,20,0,0,0,0,0,0,0,0
20786,Ophthalmology,NY,0,0,0,0,0,0,0,0,0,0,0
20787,Family Practice,TX,0,0,0,0,0,0,0,0,0,0,0
20788,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
20789,Physical Medicine and Rehabilitation,GA,37,773,414,0,81,16,371,86,59,98,19
20790,Dentist,IL,0,0,0,0,0,0,0,0,0,0,0
20791,Emergency Medicine,RI,0,0,16,0,0,0,0,0,0,0,0
20792,Optometry,NC,0,0,0,0,0,0,0,0,0,0,0
20793,Internal Medicine,CA,0,27,109,0,0,63,0,0,0,0,0
20794,Physician Assistant,PA,0,0,0,0,0,0,0,12,0,0,0
20795,Family Practice,FL,0,0,12,0,0,0,0,0,0,0,0
20796,Dentist,AZ,0,12,52,0,0,0,0,0,0,0,0
20797,Dentist,KS,0,0,78,0,0,0,0,0,0,0,0
20798,Internal Medicine,NC,0,96,63,0,0,68,0,28,0,0,0
20799,Family Practice,VA,0,0,85,0,0,73,0,0,0,0,0
20800,Dentist,FL,0,0,0,0,0,0,0,0,0,0,0
20801,Orthopedic Surgery,TX,0,0,13,0,0,0,0,0,0,0,0
20802,Dentist,SC,0,0,0,0,0,0,0,0,0,0,0
20803,Emergency Medicine,UT,0,18,57,0,0,0,0,0,0,0,0
20804,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
20805,Dentist,MI,0,0,112,59,0,0,0,0,0,0,0
20806,Dentist,IA,0,0,0,0,0,0,0,0,0,0,0
20807,Family Practice,CA,0,22,145,0,0,56,28,0,0,0,0
20808,Pediatric Medicine,IL,0,0,13,0,13,0,13,0,16,0,0
20809,Family Practice,IL,0,0,79,0,0,75,0,0,0,0,0
20810,Psychiatry & Neurology,TX,0,0,0,0,0,0,0,0,0,0,0
20811,Nurse Practitioner,IN,0,0,0,0,0,0,0,0,0,0,0
20812,Physical Medicine and Rehabilitation,CA,0,16,53,0,0,24,0,0,0,0,0
20813,Internal Medicine,CA,0,0,79,0,0,50,0,12,0,0,0
20814,Family Practice,IN,0,46,467,0,58,77,35,0,0,22,0
20815,Dentist,MN,0,0,0,0,0,0,0,0,0,0,0
20816,Otolaryngology,WY,0,0,0,0,0,0,0,0,0,0,0
20817,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
20818,Family Practice,CA,15,0,65,0,0,11,0,0,0,0,0
20819,Infectious Disease,WY,0,0,0,0,0,13,0,0,0,0,0
20820,Nurse Practitioner,WA,0,0,0,0,0,0,0,0,0,0,0
20821,Urology,DE,0,0,0,23,0,0,0,0,0,0,0
20822,Podiatry,CA,0,0,0,0,0,0,0,0,0,0,0
20823,Dentist,AR,0,0,20,0,0,0,0,0,0,0,0
20824,Pediatric Medicine,AL,0,0,0,0,0,0,0,0,0,0,0
20825,Psychiatry,CO,0,0,0,0,0,0,0,0,0,0,0
20826,Oral Surgery (dentists only),NJ,0,0,0,27,0,0,0,0,0,0,0
20827,Emergency Medicine,IN,0,0,21,0,0,36,0,21,0,0,0
20828,Physical Medicine and Rehabilitation,NJ,0,0,0,0,0,0,0,17,0,18,0
20829,Psychiatry & Neurology,MA,0,0,0,0,0,0,0,0,0,0,0
20830,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
20831,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
20832,Ophthalmology,IA,0,0,0,0,0,0,0,0,0,0,0
20833,Psychiatry,NC,0,0,0,0,0,0,0,0,0,0,0
20834,Physician Assistant,NC,0,0,0,0,0,0,0,0,0,0,0
20835,Internal Medicine,FL,0,0,0,0,0,21,0,0,0,0,0
20836,Internal Medicine,IL,0,0,137,40,16,187,0,0,0,0,0
20837,Dentist,LA,0,0,0,0,0,0,0,0,0,0,0
20838,Nurse Practitioner,PA,0,0,0,0,0,0,0,0,0,0,0
20839,Dentist,TN,0,0,44,0,0,0,0,0,0,0,0
20840,Internal Medicine,VA,0,0,18,0,0,0,0,11,0,0,0
20841,Family Practice,CA,0,0,13,0,0,0,0,0,0,0,0
20842,Otolaryngology,GA,0,0,0,0,0,0,0,0,0,0,0
20843,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
20844,Internal Medicine,ME,0,0,47,13,0,0,11,0,0,0,0
20845,Hematology/Oncology,FL,0,0,0,0,0,19,0,18,0,0,0
20846,Family Practice,GA,0,0,23,0,0,17,0,0,0,0,0
20847,Family Practice,KY,0,26,252,16,0,38,19,22,0,0,0
20848,Internal Medicine,OR,0,0,0,0,0,0,0,0,0,0,0
20849,Family Practice,PA,0,36,44,0,0,11,0,0,0,0,0
20850,Nurse Practitioner,AR,0,0,62,0,0,19,0,0,0,0,0
20851,Emergency Medicine,FL,0,33,74,0,0,41,0,0,0,0,0
20852,Family Practice,LA,0,0,19,0,0,0,0,0,0,0,0
20853,Nurse Practitioner,WI,0,0,0,0,0,0,0,0,0,0,0
20854,Rheumatology,TX,0,0,16,86,0,191,0,0,0,0,0
20855,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
20856,Family Practice,CA,0,0,25,0,0,0,0,0,0,0,0
20857,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
20858,Internal Medicine,LA,0,0,0,0,0,0,0,0,0,0,0
20859,Nurse Practitioner,MD,0,0,0,0,0,0,0,0,0,0,0
20860,Oral Surgery (dentists only),ME,0,0,60,0,0,0,0,0,0,0,0
20861,Student in an Organized Health Care Education/Training Program,TX,0,0,0,0,0,0,0,0,0,0,0
20862,Nurse Practitioner,FL,0,0,0,0,0,43,0,0,0,0,0
20863,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
20864,Internal Medicine,OH,0,0,12,0,0,0,0,0,0,0,0
20865,Student in an Organized Health Care Education/Training Program,NM,0,0,0,0,0,0,0,0,0,0,0
20866,Internal Medicine,FL,0,48,145,0,0,82,0,0,0,0,0
20867,Nurse Practitioner,CA,0,0,12,0,0,0,0,0,0,0,0
20868,Dentist,RI,0,0,49,16,0,22,0,0,0,0,0
20869,Physician Assistant,PA,0,0,0,0,0,0,0,0,0,0,0
20870,Student in an Organized Health Care Education/Training Program,CT,0,0,11,0,0,0,0,0,0,0,0
20871,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
20872,Nurse Practitioner,SC,0,0,0,0,0,0,0,0,0,0,0
20873,Nurse Practitioner,VA,0,0,124,11,0,14,0,0,0,0,0
20874,Physician Assistant,NY,0,13,0,0,0,0,0,0,0,0,0
20875,Nurse Practitioner,RI,0,0,25,0,0,0,0,0,0,0,0
20876,Student in an Organized Health Care Education/Training Program,TX,0,0,11,0,0,0,0,0,0,0,0
20877,Nurse Practitioner,MA,0,0,0,0,0,12,0,0,0,0,0
20878,Nurse Practitioner,CT,0,0,0,0,0,0,0,0,0,0,0
20879,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
20880,Family Practice,NM,0,0,0,0,0,0,0,0,0,0,0
20881,Physician Assistant,DC,0,15,0,0,0,0,0,0,0,0,0
20882,Obstetrics/Gynecology,TX,0,0,14,0,0,0,0,0,0,0,0
20883,Orthopedic Surgery,IA,0,42,85,0,0,18,0,0,0,0,0
20884,Internal Medicine,NJ,0,0,0,0,0,24,0,0,0,0,0
20885,Podiatry,NJ,0,14,0,0,0,0,0,13,0,0,0
20886,Obstetrics/Gynecology,TN,0,0,0,0,0,0,0,0,0,0,0
20887,Podiatry,FL,0,15,27,0,0,0,0,0,0,0,0
20888,Internal Medicine,CA,0,0,52,0,0,114,0,0,0,0,11
20889,Cardiology,OK,0,0,0,0,0,0,0,0,0,0,0
20890,Emergency Medicine,NC,0,19,41,0,0,47,0,0,0,0,0
20891,General Practice,PR,0,45,0,20,0,406,0,0,0,0,0
20892,General Surgery,MI,0,0,99,0,0,14,16,0,0,0,0
20893,Dermatology,FL,0,0,0,0,0,0,0,0,0,0,0
20894,Family Practice,VA,0,25,216,0,0,217,0,98,23,0,0
20895,Dentist,CO,0,0,0,0,0,0,0,0,0,0,0
20896,Ophthalmology,FL,0,0,0,0,0,0,0,0,0,0,0
20897,Dentist,FL,0,0,0,0,0,0,0,0,0,0,0
20898,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
20899,Gastroenterology,MI,0,0,0,0,0,27,0,0,0,0,0
20900,Family Practice,IN,0,12,234,0,0,104,12,0,12,0,0
20901,Family Practice,SC,0,0,137,11,0,47,0,0,0,0,0
20902,Podiatry,NC,0,0,0,0,0,0,0,0,0,0,0
20903,Emergency Medicine,IL,0,0,36,0,0,0,0,0,0,0,0
20904,Oral Surgery (dentists only),CA,0,12,82,0,0,0,0,0,0,0,0
20905,Internal Medicine,CA,0,0,0,0,0,0,0,0,0,0,0
20906,Cardiology,ND,0,0,0,0,0,0,0,0,0,0,0
20907,Internal Medicine,GA,0,0,16,0,13,33,0,0,0,0,0
20908,Nurse Practitioner,AZ,0,0,0,0,0,0,0,0,0,0,0
20909,Endocrinology,NY,0,0,0,0,0,0,0,0,0,0,0
20910,Ophthalmology,TX,0,0,0,0,0,0,0,0,0,0,0
20911,Internal Medicine,MD,0,65,21,0,0,138,0,22,0,0,0
20912,Nephrology,PA,0,0,0,0,0,0,0,0,0,0,0
20913,Internal Medicine,NY,0,32,0,0,0,54,0,0,0,0,0
20914,Nurse Practitioner,GA,0,0,23,0,0,17,0,0,0,0,0
20915,Physician Assistant,CT,0,0,0,0,0,0,0,0,0,0,0
20916,Internal Medicine,IL,0,0,27,59,0,50,0,0,0,0,0
20917,Otolaryngology,IA,0,0,14,0,0,0,0,0,0,0,0
20918,Internal Medicine,IN,0,0,156,0,0,31,0,0,0,0,0
20919,Family Practice,NC,0,0,295,0,0,201,0,0,0,0,0
20920,Cardiology,IL,0,0,0,0,0,0,0,0,0,0,0
20921,Nurse Practitioner,OR,0,0,0,0,0,0,0,0,0,0,0
20922,Family Practice,AR,0,0,262,0,0,15,0,0,0,0,0
20923,Emergency Medicine,TX,0,0,19,16,0,0,0,0,0,0,0
20924,Nurse Practitioner,AL,0,0,0,0,0,0,0,0,0,0,0
20925,Nurse Practitioner,TX,0,0,0,0,0,14,0,0,0,0,0
20926,Cardiology,NY,0,0,0,0,0,0,0,0,0,0,0
20927,Pulmonary Disease,OH,0,0,0,0,0,16,0,0,0,0,0
20928,Ophthalmology,CT,0,0,0,0,0,0,0,0,0,0,0
20929,Nurse Practitioner,MA,0,0,37,0,0,0,0,52,0,0,0
20930,Nurse Practitioner,VA,0,0,0,0,0,38,0,0,0,0,0
20931,Emergency Medicine,KY,0,19,84,0,0,0,0,0,0,0,0
20932,Orthopedic Surgery,WA,0,0,16,0,0,0,0,0,0,0,0
20933,Family Practice,AR,0,24,91,20,77,78,47,11,13,0,0
20934,Psychiatry,SC,0,0,0,0,0,0,0,0,0,0,0
20935,Optometry,AR,0,0,0,0,0,0,0,0,0,0,0
20936,Ophthalmology,PA,0,0,0,0,0,0,0,0,0,0,0
20937,Nurse Practitioner,MD,91,0,0,0,35,18,39,323,0,97,0
20938,Hematology/Oncology,CA,0,0,30,0,0,0,12,0,0,0,29
20939,Internal Medicine,CA,0,0,39,0,0,14,0,0,0,0,0
20940,Physician Assistant,MN,12,23,18,0,0,0,24,14,0,0,0
20941,Optometry,NY,0,0,0,0,0,0,0,0,0,0,0
20942,Optometry,FL,0,0,0,0,0,0,0,0,0,0,0
20943,Internal Medicine,IA,0,32,297,0,23,109,0,32,0,0,0
20944,Emergency Medicine,OK,0,0,59,0,0,20,0,0,0,0,0
20945,Pediatric Medicine,NC,0,0,0,0,0,0,0,0,0,0,0
20946,Ophthalmology,NY,0,0,0,0,0,0,0,0,0,0,0
20947,Obstetrics/Gynecology,NC,0,0,0,0,0,0,0,0,0,0,0
20948,Anesthesiology,OH,0,0,0,0,0,0,0,0,0,0,0
20949,Pediatric Medicine,SC,0,0,0,0,0,0,0,0,0,0,0
20950,Family Practice,OH,0,0,110,0,0,56,0,0,0,0,0
20951,Otolaryngology,NJ,0,0,0,0,0,0,0,0,0,0,0
20952,Optometry,NY,0,0,0,0,0,0,0,0,0,0,0
20953,Family Practice,FL,0,13,73,0,0,42,0,0,0,0,0
20954,Neurology,IN,0,0,0,0,0,0,0,0,0,0,0
20955,Ophthalmology,FL,0,0,0,0,0,0,0,0,0,0,0
20956,Gastroenterology,UT,0,0,0,0,0,0,0,0,0,0,0
20957,Nurse Practitioner,UT,0,0,76,0,0,43,0,0,0,0,0
20958,Internal Medicine,AZ,0,19,18,0,0,0,0,0,0,0,0
20959,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,14,0
20960,Optometry,NJ,0,0,0,0,0,0,0,0,0,0,0
20961,Pediatric Medicine,MI,0,0,0,0,0,0,0,0,0,0,0
20962,Dermatology,MI,0,0,0,0,0,0,0,0,0,0,0
20963,Pulmonary Disease,CT,0,0,0,0,0,0,0,0,0,0,0
20964,Gastroenterology,CT,0,0,0,0,0,0,0,0,0,0,0
20965,Dermatology,FL,0,0,0,0,0,0,0,0,0,0,0
20966,General Surgery,OH,0,0,16,0,0,0,0,0,0,0,0
20967,Nurse Practitioner,NH,0,20,0,0,0,14,0,17,0,0,0
20968,Dentist,CO,0,0,0,0,0,0,0,0,0,0,0
20969,Dentist,MA,0,0,0,0,0,0,0,0,0,0,0
20970,Dentist,KS,0,0,0,0,0,0,0,0,0,0,0
20971,Nurse Practitioner,MN,0,0,23,12,0,0,0,0,0,0,0
20972,Psychiatry,MO,0,0,0,0,0,52,0,0,0,0,0
20973,Psychiatry & Neurology,CA,0,0,0,0,0,0,0,0,0,0,0
20974,Dermatology,WV,0,0,0,0,0,0,0,0,0,0,0
20975,Oral Surgery (dentists only),WA,0,0,0,0,0,0,0,0,0,0,0
20976,Dentist,TX,0,0,20,0,0,0,0,0,0,0,0
20977,Urology,CA,0,0,40,0,0,0,0,0,0,0,0
20978,Internal Medicine,MN,0,0,0,0,0,0,0,0,0,0,0
20979,Psychiatry,GA,0,0,0,0,0,0,0,0,0,0,0
20980,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
20981,Dentist,IL,0,0,0,0,0,0,0,0,0,0,0
20982,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
20983,Optometry,FL,0,0,0,0,0,0,0,0,0,0,0
20984,Optometry,NY,0,0,0,0,0,0,0,0,0,0,0
20985,Orthopedic Surgery,TX,0,0,548,57,0,122,0,0,0,0,0
20986,Psychiatry,FL,0,0,0,0,0,0,0,0,0,0,0
20987,Physical Medicine and Rehabilitation,CA,0,0,0,16,0,0,0,0,0,0,0
20988,Nurse Practitioner,NM,0,0,0,0,0,0,0,0,0,0,0
20989,Optometry,FL,0,0,0,0,0,0,0,0,0,0,0
20990,Neurology,CO,0,0,0,0,0,0,0,0,0,0,0
20991,Dermatology,HI,0,0,0,0,0,0,0,0,0,0,0
20992,Physician Assistant,NC,0,11,17,0,0,0,0,0,0,0,0
20993,Dentist,KY,0,0,27,0,0,0,0,0,0,0,0
20994,Emergency Medicine,MO,0,0,51,0,0,0,0,0,0,0,0
20995,Optometry,SC,0,0,0,0,0,0,0,0,0,0,0
20996,Internal Medicine,NY,0,0,13,0,0,0,0,0,0,0,0
20997,Physician Assistant,CO,0,16,76,0,0,0,0,19,0,0,0
20998,Internal Medicine,CA,0,13,345,21,0,82,15,0,0,0,0
20999,Dentist,DE,0,0,0,0,0,0,0,0,0,0,0
21000,Family Practice,MI,0,0,407,77,0,150,0,15,0,0,0
21001,Dentist,TX,0,0,0,19,0,0,0,0,0,0,0
21002,Dentist,LA,0,0,0,0,0,0,0,0,0,0,0
21003,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
21004,Pulmonary Disease,NJ,0,0,0,0,0,0,0,0,0,0,0
21005,Dentist,AR,0,0,0,0,0,0,0,0,0,0,0
21006,Psychiatry & Neurology,DE,0,0,0,0,0,0,0,0,0,0,0
21007,Infectious Disease,WI,0,0,14,0,0,0,0,0,0,0,0
21008,Neurology,KY,0,0,141,0,0,32,0,0,0,0,0
21009,Dentist,OH,0,0,64,24,0,0,0,0,0,0,0
21010,Optometry,WI,0,0,0,0,0,0,0,0,0,0,0
21011,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
21012,Dentist,LA,0,0,18,0,0,0,0,0,0,0,0
